Date,Room,Device,Power_Consumption,Temperature,Humidity,Status,Year,Month,Week
2019-08-18,Kitchen,TV,222,27.1,72.3,ON,2019,8,33
2019-08-18,Kitchen,Heater,65,23.0,55.9,OFF,2019,8,33
2019-08-18,Kitchen,Fan,94,25.9,40.7,ON,2019,8,33
2019-08-18,Living Room,AC,117,25.2,51.5,ON,2019,8,33
2019-08-18,Living Room,Lamp,470,31.2,74.5,ON,2019,8,33
2019-08-18,Living Room,TV,389,30.9,42.3,OFF,2019,8,33
2019-08-18,Living Room,Heater,484,21.1,49.9,ON,2019,8,33
2019-08-18,Living Room,Fan,482,20.6,42.3,ON,2019,8,33
2019-08-18,Store Room,AC,157,28.7,52.8,OFF,2019,8,33
2019-08-18,Store Room,Lamp,178,22.0,72.2,OFF,2019,8,33
2019-08-18,Store Room,TV,78,29.8,54.1,ON,2019,8,33
2019-08-18,Store Room,Heater,166,25.5,64.1,OFF,2019,8,33
2019-08-18,Store Room,Fan,284,28.3,79.2,OFF,2019,8,33
2019-08-19,Bedroom1,AC,283,21.2,74.2,OFF,2019,8,34
2019-08-19,Bedroom1,Lamp,99,27.8,71.2,ON,2019,8,34
2019-08-19,Bedroom1,TV,271,34.2,58.6,OFF,2019,8,34
2019-08-19,Bedroom1,Heater,479,26.9,51.1,OFF,2019,8,34
2019-08-19,Bedroom1,Fan,72,28.9,47.2,OFF,2019,8,34
2019-08-19,Bedroom2,AC,84,24.5,43.2,OFF,2019,8,34
2019-08-19,Bedroom2,Lamp,354,28.5,69.1,ON,2019,8,34
2019-08-19,Bedroom2,TV,373,25.7,46.6,OFF,2019,8,34
2019-08-19,Bedroom2,Heater,261,33.0,77.2,ON,2019,8,34
2019-08-19,Bedroom2,Fan,322,33.1,64.0,OFF,2019,8,34
2019-08-19,Kitchen,AC,107,31.2,69.0,OFF,2019,8,34
2019-08-19,Kitchen,Lamp,81,22.9,44.4,OFF,2019,8,34
2019-08-19,Kitchen,TV,448,24.8,76.0,OFF,2019,8,34
2019-08-19,Kitchen,Heater,86,32.4,45.8,OFF,2019,8,34
2019-08-19,Kitchen,Fan,319,32.7,79.5,ON,2019,8,34
2019-08-19,Living Room,AC,440,29.3,61.6,ON,2019,8,34
2019-08-19,Living Room,Lamp,152,20.6,58.0,OFF,2019,8,34
2019-08-19,Living Room,TV,474,33.3,60.2,ON,2019,8,34
2019-08-19,Living Room,Heater,494,28.5,70.4,OFF,2019,8,34
2019-08-19,Living Room,Fan,427,26.8,64.6,ON,2019,8,34
2019-08-19,Store Room,AC,245,24.0,40.0,ON,2019,8,34
2019-08-19,Store Room,Lamp,141,32.5,44.4,ON,2019,8,34
2019-08-19,Store Room,TV,253,33.7,72.3,ON,2019,8,34
2019-08-19,Store Room,Heater,82,29.7,60.6,OFF,2019,8,34
2019-08-19,Store Room,Fan,356,23.0,40.7,OFF,2019,8,34
2019-08-20,Bedroom1,AC,450,28.6,43.7,OFF,2019,8,34
2019-08-20,Bedroom1,Lamp,278,30.3,46.2,ON,2019,8,34
2019-08-20,Bedroom1,TV,225,22.0,44.7,OFF,2019,8,34
2019-08-20,Bedroom1,Heater,63,20.8,52.4,OFF,2019,8,34
2019-08-20,Bedroom1,Fan,216,21.3,53.7,ON,2019,8,34
2019-08-20,Bedroom2,AC,498,24.8,77.2,ON,2019,8,34
2019-08-20,Bedroom2,Lamp,108,25.4,76.8,OFF,2019,8,34
2019-08-20,Bedroom2,TV,367,33.1,43.0,OFF,2019,8,34
2019-08-20,Bedroom2,Heater,431,27.0,46.9,OFF,2019,8,34
2019-08-20,Bedroom2,Fan,74,24.7,72.8,ON,2019,8,34
2019-08-20,Kitchen,AC,380,26.9,73.8,ON,2019,8,34
2019-08-20,Kitchen,Lamp,332,24.2,62.2,OFF,2019,8,34
2019-08-20,Kitchen,TV,250,24.8,60.2,ON,2019,8,34
2019-08-20,Kitchen,Heater,301,20.2,76.2,OFF,2019,8,34
2019-08-20,Kitchen,Fan,104,23.5,53.2,ON,2019,8,34
2019-08-20,Living Room,AC,366,34.2,68.8,ON,2019,8,34
2019-08-20,Living Room,Lamp,53,20.4,70.1,ON,2019,8,34
2019-08-20,Living Room,TV,279,34.4,46.8,OFF,2019,8,34
2019-08-20,Living Room,Heater,419,30.5,55.2,ON,2019,8,34
2019-08-20,Living Room,Fan,486,31.5,77.8,OFF,2019,8,34
2019-08-20,Store Room,AC,437,32.6,73.9,ON,2019,8,34
2019-08-20,Store Room,Lamp,212,32.1,43.1,ON,2019,8,34
2019-08-20,Store Room,TV,173,21.1,63.7,OFF,2019,8,34
2019-08-20,Store Room,Heater,375,28.8,72.4,OFF,2019,8,34
2019-08-20,Store Room,Fan,436,33.7,67.7,ON,2019,8,34
2019-08-21,Bedroom1,AC,307,23.1,71.4,OFF,2019,8,34
2019-08-21,Bedroom1,Lamp,73,24.8,44.2,OFF,2019,8,34
2019-08-21,Bedroom1,TV,339,26.8,44.9,OFF,2019,8,34
2019-08-21,Bedroom1,Heater,226,32.6,53.2,ON,2019,8,34
2019-08-21,Bedroom1,Fan,166,32.8,46.0,ON,2019,8,34
2019-08-21,Bedroom2,AC,198,28.4,69.4,OFF,2019,8,34
2019-08-21,Bedroom2,Lamp,395,31.7,49.6,ON,2019,8,34
2019-08-21,Bedroom2,TV,184,22.7,47.8,OFF,2019,8,34
2019-08-21,Bedroom2,Heater,106,28.4,45.1,ON,2019,8,34
2019-08-21,Bedroom2,Fan,466,21.2,73.1,ON,2019,8,34
2019-08-21,Kitchen,AC,310,22.5,73.5,OFF,2019,8,34
2019-08-21,Kitchen,Lamp,272,30.6,59.9,OFF,2019,8,34
2019-08-21,Kitchen,TV,204,25.7,57.9,OFF,2019,8,34
2019-08-21,Kitchen,Heater,142,34.6,53.2,ON,2019,8,34
2019-08-21,Kitchen,Fan,60,33.3,43.4,OFF,2019,8,34
2019-08-21,Living Room,AC,379,31.3,69.5,ON,2019,8,34
2019-08-21,Living Room,Lamp,142,30.4,51.3,OFF,2019,8,34
2019-08-21,Living Room,TV,121,20.7,79.4,OFF,2019,8,34
2019-08-21,Living Room,Heater,131,22.7,68.9,ON,2019,8,34
2019-08-21,Living Room,Fan,403,34.5,51.6,OFF,2019,8,34
2019-08-21,Store Room,AC,286,22.7,56.8,OFF,2019,8,34
2019-08-21,Store Room,Lamp,90,31.1,41.9,OFF,2019,8,34
2019-08-21,Store Room,TV,393,24.6,62.4,ON,2019,8,34
2019-08-21,Store Room,Heater,134,28.4,52.5,ON,2019,8,34
2019-08-21,Store Room,Fan,86,31.1,71.6,ON,2019,8,34
2019-08-22,Bedroom1,AC,366,32.4,73.2,OFF,2019,8,34
2019-08-22,Bedroom1,Lamp,65,24.7,48.9,OFF,2019,8,34
2019-08-22,Bedroom1,TV,312,28.0,56.2,ON,2019,8,34
2019-08-22,Bedroom1,Heater,121,28.2,71.5,OFF,2019,8,34
2019-08-22,Bedroom1,Fan,125,31.0,70.0,ON,2019,8,34
2019-08-22,Bedroom2,AC,77,33.1,68.3,OFF,2019,8,34
2019-08-22,Bedroom2,Lamp,102,29.7,59.3,ON,2019,8,34
2019-08-22,Bedroom2,TV,434,27.1,76.9,ON,2019,8,34
2019-08-22,Bedroom2,Heater,341,21.3,57.6,ON,2019,8,34
2019-08-22,Bedroom2,Fan,412,30.4,70.7,ON,2019,8,34
2019-08-22,Kitchen,AC,294,28.9,75.3,ON,2019,8,34
2019-08-22,Kitchen,Lamp,443,20.3,58.3,OFF,2019,8,34
2019-08-22,Kitchen,TV,240,28.6,67.2,OFF,2019,8,34
2019-08-22,Kitchen,Heater,183,27.4,68.7,ON,2019,8,34
2019-08-22,Kitchen,Fan,402,34.2,73.7,ON,2019,8,34
2019-08-22,Living Room,AC,205,20.5,49.2,OFF,2019,8,34
2019-08-22,Living Room,Lamp,256,34.1,44.4,OFF,2019,8,34
2019-08-22,Living Room,TV,115,25.0,65.6,OFF,2019,8,34
2019-08-22,Living Room,Heater,378,22.0,71.7,ON,2019,8,34
2019-08-22,Living Room,Fan,334,30.2,56.4,OFF,2019,8,34
2019-08-22,Store Room,AC,325,29.2,67.2,ON,2019,8,34
2019-08-22,Store Room,Lamp,298,27.7,79.9,ON,2019,8,34
2019-08-22,Store Room,TV,343,21.2,42.8,OFF,2019,8,34
2019-08-22,Store Room,Heater,216,32.2,49.5,OFF,2019,8,34
2019-08-22,Store Room,Fan,412,30.7,69.9,OFF,2019,8,34
2019-08-23,Bedroom1,AC,244,27.1,66.0,ON,2019,8,34
2019-08-23,Bedroom1,Lamp,406,20.3,72.0,OFF,2019,8,34
2019-08-23,Bedroom1,TV,233,30.1,66.3,OFF,2019,8,34
2019-08-23,Bedroom1,Heater,472,22.5,57.9,OFF,2019,8,34
2019-08-23,Bedroom1,Fan,388,24.1,52.4,ON,2019,8,34
2019-08-23,Bedroom2,AC,403,21.7,43.5,OFF,2019,8,34
2019-08-23,Bedroom2,Lamp,161,32.2,59.8,OFF,2019,8,34
2019-08-23,Bedroom2,TV,404,30.3,44.4,ON,2019,8,34
2019-08-23,Bedroom2,Heater,363,22.1,67.7,OFF,2019,8,34
2019-08-23,Bedroom2,Fan,317,28.0,46.7,ON,2019,8,34
2019-08-23,Kitchen,AC,477,32.3,60.5,ON,2019,8,34
2019-08-23,Kitchen,Lamp,127,29.9,54.2,OFF,2019,8,34
2019-08-23,Kitchen,TV,477,34.1,68.4,ON,2019,8,34
2019-08-23,Kitchen,Heater,321,32.8,55.0,OFF,2019,8,34
2019-08-23,Kitchen,Fan,280,22.2,72.3,OFF,2019,8,34
2019-08-23,Living Room,AC,181,23.8,78.4,OFF,2019,8,34
2019-08-23,Living Room,Lamp,50,23.9,68.6,OFF,2019,8,34
2019-08-23,Living Room,TV,56,29.0,69.4,ON,2019,8,34
2019-08-23,Living Room,Heater,384,30.3,57.1,OFF,2019,8,34
2019-08-23,Living Room,Fan,189,33.2,70.1,ON,2019,8,34
2019-08-23,Store Room,AC,246,33.3,71.8,OFF,2019,8,34
2019-08-23,Store Room,Lamp,243,32.9,53.2,ON,2019,8,34
2019-08-23,Store Room,TV,363,33.0,72.4,ON,2019,8,34
2019-08-23,Store Room,Heater,152,27.6,43.3,ON,2019,8,34
2019-08-23,Store Room,Fan,496,29.1,63.1,ON,2019,8,34
2019-08-24,Bedroom1,AC,267,33.1,62.5,ON,2019,8,34
2019-08-24,Bedroom1,Lamp,387,26.4,42.3,OFF,2019,8,34
2019-08-24,Bedroom1,TV,415,28.1,59.7,ON,2019,8,34
2019-08-24,Bedroom1,Heater,318,26.5,57.2,OFF,2019,8,34
2019-08-24,Bedroom1,Fan,412,34.2,46.0,ON,2019,8,34
2019-08-24,Bedroom2,AC,368,29.6,47.0,ON,2019,8,34
2019-08-24,Bedroom2,Lamp,331,28.7,74.3,ON,2019,8,34
2019-08-24,Bedroom2,TV,327,29.0,53.1,ON,2019,8,34
2019-08-24,Bedroom2,Heater,419,21.5,54.6,OFF,2019,8,34
2019-08-24,Bedroom2,Fan,270,25.3,59.0,OFF,2019,8,34
2019-08-24,Kitchen,AC,235,31.6,51.2,OFF,2019,8,34
2019-08-24,Kitchen,Lamp,76,23.0,72.8,OFF,2019,8,34
2019-08-24,Kitchen,TV,471,28.7,61.5,ON,2019,8,34
2019-08-24,Kitchen,Heater,422,28.4,66.8,ON,2019,8,34
2019-08-24,Kitchen,Fan,125,29.0,65.4,ON,2019,8,34
2019-08-24,Living Room,AC,330,20.9,44.1,OFF,2019,8,34
2019-08-24,Living Room,Lamp,481,34.5,42.8,OFF,2019,8,34
2019-08-24,Living Room,TV,412,35.0,52.5,ON,2019,8,34
2019-08-24,Living Room,Heater,149,21.9,46.2,ON,2019,8,34
2019-08-24,Living Room,Fan,216,27.4,44.2,OFF,2019,8,34
2019-08-24,Store Room,AC,252,31.0,55.4,OFF,2019,8,34
2019-08-24,Store Room,Lamp,272,30.3,67.9,OFF,2019,8,34
2019-08-24,Store Room,TV,102,34.3,56.0,ON,2019,8,34
2019-08-24,Store Room,Heater,347,31.7,72.6,OFF,2019,8,34
2019-08-24,Store Room,Fan,152,33.3,45.1,OFF,2019,8,34
2019-08-25,Bedroom1,AC,461,26.8,45.6,ON,2019,8,34
2019-08-25,Bedroom1,Lamp,165,27.4,59.9,ON,2019,8,34
2019-08-25,Bedroom1,TV,339,30.1,69.3,OFF,2019,8,34
2019-08-25,Bedroom1,Heater,94,23.9,42.5,ON,2019,8,34
2019-08-25,Bedroom1,Fan,64,26.7,44.9,ON,2019,8,34
2019-08-25,Bedroom2,AC,437,27.5,58.2,OFF,2019,8,34
2019-08-25,Bedroom2,Lamp,90,31.1,42.1,ON,2019,8,34
2019-08-25,Bedroom2,TV,76,33.5,41.6,OFF,2019,8,34
2019-08-25,Bedroom2,Heater,84,21.3,69.9,OFF,2019,8,34
2019-08-25,Bedroom2,Fan,94,33.7,50.1,ON,2019,8,34
2019-08-25,Kitchen,AC,386,22.6,71.6,OFF,2019,8,34
2019-08-25,Kitchen,Lamp,159,23.9,54.5,OFF,2019,8,34
2019-08-25,Kitchen,TV,185,32.3,74.6,OFF,2019,8,34
2019-08-25,Kitchen,Heater,175,21.6,73.5,OFF,2019,8,34
2019-08-25,Kitchen,Fan,360,27.2,74.0,ON,2019,8,34
2019-08-25,Living Room,AC,85,25.4,60.2,ON,2019,8,34
2019-08-25,Living Room,Lamp,272,29.2,45.8,ON,2019,8,34
2019-08-25,Living Room,TV,182,28.5,46.2,ON,2019,8,34
2019-08-25,Living Room,Heater,380,32.4,66.8,OFF,2019,8,34
2019-08-25,Living Room,Fan,383,27.4,68.1,ON,2019,8,34
2019-08-25,Store Room,AC,117,28.9,64.9,OFF,2019,8,34
2019-08-25,Store Room,Lamp,357,27.2,59.0,ON,2019,8,34
2019-08-25,Store Room,TV,357,22.9,78.8,OFF,2019,8,34
2019-08-25,Store Room,Heater,496,25.1,45.8,ON,2019,8,34
2019-08-25,Store Room,Fan,422,21.2,43.4,ON,2019,8,34
2019-08-26,Bedroom1,AC,260,27.1,68.5,ON,2019,8,35
2019-08-26,Bedroom1,Lamp,443,26.3,43.4,OFF,2019,8,35
2019-08-26,Bedroom1,TV,289,26.5,72.0,OFF,2019,8,35
2019-08-26,Bedroom1,Heater,380,23.7,56.0,ON,2019,8,35
2019-08-26,Bedroom1,Fan,237,34.9,76.6,ON,2019,8,35
2019-08-26,Bedroom2,AC,162,27.0,80.0,OFF,2019,8,35
2019-08-26,Bedroom2,Lamp,225,34.5,47.7,ON,2019,8,35
2019-08-26,Bedroom2,TV,455,26.8,63.2,OFF,2019,8,35
2019-08-26,Bedroom2,Heater,439,34.8,46.9,OFF,2019,8,35
2019-08-26,Bedroom2,Fan,485,30.4,68.3,OFF,2019,8,35
2019-08-26,Kitchen,AC,205,21.1,55.0,OFF,2019,8,35
2019-08-26,Kitchen,Lamp,356,34.6,57.8,OFF,2019,8,35
2019-08-26,Kitchen,TV,152,30.8,44.7,ON,2019,8,35
2019-08-26,Kitchen,Heater,398,31.2,57.9,ON,2019,8,35
2019-08-26,Kitchen,Fan,204,29.5,79.3,ON,2019,8,35
2019-08-26,Living Room,AC,479,25.5,50.2,ON,2019,8,35
2019-08-26,Living Room,Lamp,193,20.9,71.4,ON,2019,8,35
2019-08-26,Living Room,TV,310,28.1,77.3,OFF,2019,8,35
2019-08-26,Living Room,Heater,292,20.2,43.6,OFF,2019,8,35
2019-08-26,Living Room,Fan,257,24.0,56.1,OFF,2019,8,35
2019-08-26,Store Room,AC,492,23.8,56.0,OFF,2019,8,35
2019-08-26,Store Room,Lamp,496,22.3,60.3,OFF,2019,8,35
2019-08-26,Store Room,TV,299,30.6,57.0,ON,2019,8,35
2019-08-26,Store Room,Heater,183,34.3,53.5,OFF,2019,8,35
2019-08-26,Store Room,Fan,490,32.5,77.6,OFF,2019,8,35
2019-08-27,Bedroom1,AC,357,24.1,67.7,ON,2019,8,35
2019-08-27,Bedroom1,Lamp,345,25.2,73.0,OFF,2019,8,35
2019-08-27,Bedroom1,TV,91,34.6,53.8,ON,2019,8,35
2019-08-27,Bedroom1,Heater,61,25.2,74.7,OFF,2019,8,35
2019-08-27,Bedroom1,Fan,107,33.6,40.7,OFF,2019,8,35
2019-08-27,Bedroom2,AC,445,20.8,56.3,ON,2019,8,35
2019-08-27,Bedroom2,Lamp,370,33.6,72.0,OFF,2019,8,35
2019-08-27,Bedroom2,TV,325,28.4,44.6,OFF,2019,8,35
2019-08-27,Bedroom2,Heater,138,25.3,52.9,OFF,2019,8,35
2019-08-27,Bedroom2,Fan,323,25.1,55.7,OFF,2019,8,35
2019-08-27,Kitchen,AC,89,23.1,76.4,ON,2019,8,35
2019-08-27,Kitchen,Lamp,273,34.9,59.1,ON,2019,8,35
2019-08-27,Kitchen,TV,484,30.3,77.5,ON,2019,8,35
2019-08-27,Kitchen,Heater,214,20.3,64.5,OFF,2019,8,35
2019-08-27,Kitchen,Fan,375,25.9,55.1,OFF,2019,8,35
2019-08-27,Living Room,AC,85,31.2,44.4,OFF,2019,8,35
2019-08-27,Living Room,Lamp,55,30.9,64.7,ON,2019,8,35
2019-08-27,Living Room,TV,301,20.7,70.5,ON,2019,8,35
2019-08-27,Living Room,Heater,372,21.5,79.4,OFF,2019,8,35
2019-08-27,Living Room,Fan,323,26.4,56.6,ON,2019,8,35
2019-08-27,Store Room,AC,388,27.2,50.6,OFF,2019,8,35
2019-08-27,Store Room,Lamp,199,24.2,40.8,OFF,2019,8,35
2019-08-27,Store Room,TV,383,34.3,50.7,OFF,2019,8,35
2019-08-27,Store Room,Heater,182,34.6,44.1,OFF,2019,8,35
2019-08-27,Store Room,Fan,338,34.2,48.4,ON,2019,8,35
2019-08-28,Bedroom1,AC,64,32.6,45.6,OFF,2019,8,35
2019-08-28,Bedroom1,Lamp,98,29.2,75.6,ON,2019,8,35
2019-08-28,Bedroom1,TV,465,30.3,66.6,ON,2019,8,35
2019-08-28,Bedroom1,Heater,371,24.5,56.1,ON,2019,8,35
2019-08-28,Bedroom1,Fan,493,32.6,61.0,OFF,2019,8,35
2019-08-28,Bedroom2,AC,268,33.6,67.8,OFF,2019,8,35
2019-08-28,Bedroom2,Lamp,91,23.0,73.1,ON,2019,8,35
2019-08-28,Bedroom2,TV,212,27.7,78.8,OFF,2019,8,35
2019-08-28,Bedroom2,Heater,401,27.7,78.2,ON,2019,8,35
2019-08-28,Bedroom2,Fan,330,23.0,56.8,OFF,2019,8,35
2019-08-28,Kitchen,AC,140,29.6,51.8,ON,2019,8,35
2019-08-28,Kitchen,Lamp,348,32.6,59.8,ON,2019,8,35
2019-08-28,Kitchen,TV,420,30.3,42.5,OFF,2019,8,35
2019-08-28,Kitchen,Heater,244,33.0,48.4,OFF,2019,8,35
2019-08-28,Kitchen,Fan,202,33.3,78.2,OFF,2019,8,35
2019-08-28,Living Room,AC,440,21.5,40.9,OFF,2019,8,35
2019-08-28,Living Room,Lamp,218,20.1,63.8,OFF,2019,8,35
2019-08-28,Living Room,TV,128,29.1,53.1,OFF,2019,8,35
2019-08-28,Living Room,Heater,332,31.1,68.1,OFF,2019,8,35
2019-08-28,Living Room,Fan,254,34.7,44.5,ON,2019,8,35
2019-08-28,Store Room,AC,492,25.2,61.5,ON,2019,8,35
2019-08-28,Store Room,Lamp,271,24.1,71.8,ON,2019,8,35
2019-08-28,Store Room,TV,67,32.3,47.4,ON,2019,8,35
2019-08-28,Store Room,Heater,242,30.8,70.6,OFF,2019,8,35
2019-08-28,Store Room,Fan,288,26.1,49.7,OFF,2019,8,35
2019-08-29,Bedroom1,AC,346,29.8,50.8,ON,2019,8,35
2019-08-29,Bedroom1,Lamp,245,23.8,58.4,ON,2019,8,35
2019-08-29,Bedroom1,TV,77,20.4,47.3,OFF,2019,8,35
2019-08-29,Bedroom1,Heater,460,28.4,70.8,ON,2019,8,35
2019-08-29,Bedroom1,Fan,460,28.4,41.6,OFF,2019,8,35
2019-08-29,Bedroom2,AC,83,26.0,74.0,OFF,2019,8,35
2019-08-29,Bedroom2,Lamp,454,30.8,47.8,ON,2019,8,35
2019-08-29,Bedroom2,TV,156,29.0,54.2,ON,2019,8,35
2019-08-29,Bedroom2,Heater,323,35.0,77.3,ON,2019,8,35
2019-08-29,Bedroom2,Fan,59,23.6,59.7,ON,2019,8,35
2019-08-29,Kitchen,AC,360,27.8,63.7,ON,2019,8,35
2019-08-29,Kitchen,Lamp,396,21.3,57.4,OFF,2019,8,35
2019-08-29,Kitchen,TV,56,29.0,61.7,OFF,2019,8,35
2019-08-29,Kitchen,Heater,216,24.3,57.6,ON,2019,8,35
2019-08-29,Kitchen,Fan,270,27.1,78.6,ON,2019,8,35
2019-08-29,Living Room,AC,146,22.3,65.2,ON,2019,8,35
2019-08-29,Living Room,Lamp,416,27.1,76.7,OFF,2019,8,35
2019-08-29,Living Room,TV,268,21.6,59.2,ON,2019,8,35
2019-08-29,Living Room,Heater,111,26.4,76.6,ON,2019,8,35
2019-08-29,Living Room,Fan,170,30.4,60.3,ON,2019,8,35
2019-08-29,Store Room,AC,446,21.6,77.8,ON,2019,8,35
2019-08-29,Store Room,Lamp,72,24.6,49.3,OFF,2019,8,35
2019-08-29,Store Room,TV,412,24.0,58.0,ON,2019,8,35
2019-08-29,Store Room,Heater,218,32.9,73.2,OFF,2019,8,35
2019-08-29,Store Room,Fan,344,24.0,46.5,ON,2019,8,35
2019-08-30,Bedroom1,AC,262,33.2,56.3,OFF,2019,8,35
2019-08-30,Bedroom1,Lamp,281,32.5,50.5,ON,2019,8,35
2019-08-30,Bedroom1,TV,249,23.8,63.6,ON,2019,8,35
2019-08-30,Bedroom1,Heater,108,28.3,64.9,OFF,2019,8,35
2019-08-30,Bedroom1,Fan,415,22.2,40.6,ON,2019,8,35
2019-08-30,Bedroom2,AC,237,33.9,67.2,OFF,2019,8,35
2019-08-30,Bedroom2,Lamp,412,28.0,64.7,ON,2019,8,35
2019-08-30,Bedroom2,TV,416,22.3,69.2,ON,2019,8,35
2019-08-30,Bedroom2,Heater,212,24.4,53.6,ON,2019,8,35
2019-08-30,Bedroom2,Fan,159,27.9,62.2,OFF,2019,8,35
2019-08-30,Kitchen,AC,411,28.7,79.9,ON,2019,8,35
2019-08-30,Kitchen,Lamp,488,30.9,79.9,OFF,2019,8,35
2019-08-30,Kitchen,TV,208,29.7,75.5,OFF,2019,8,35
2019-08-30,Kitchen,Heater,408,26.7,57.2,OFF,2019,8,35
2019-08-30,Kitchen,Fan,190,33.6,77.5,OFF,2019,8,35
2019-08-30,Living Room,AC,249,23.4,52.1,OFF,2019,8,35
2019-08-30,Living Room,Lamp,91,29.2,65.3,ON,2019,8,35
2019-08-30,Living Room,TV,233,29.2,46.4,ON,2019,8,35
2019-08-30,Living Room,Heater,54,34.2,74.3,ON,2019,8,35
2019-08-30,Living Room,Fan,224,20.7,57.2,ON,2019,8,35
2019-08-30,Store Room,AC,388,21.6,66.9,ON,2019,8,35
2019-08-30,Store Room,Lamp,87,24.6,77.1,OFF,2019,8,35
2019-08-30,Store Room,TV,317,29.9,61.2,ON,2019,8,35
2019-08-30,Store Room,Heater,239,26.3,64.0,OFF,2019,8,35
2019-08-30,Store Room,Fan,383,27.6,79.3,ON,2019,8,35
2019-08-31,Bedroom1,AC,305,22.7,76.7,OFF,2019,8,35
2019-08-31,Bedroom1,Lamp,309,20.2,71.4,ON,2019,8,35
2019-08-31,Bedroom1,TV,239,35.0,61.8,OFF,2019,8,35
2019-08-31,Bedroom1,Heater,195,31.3,51.1,OFF,2019,8,35
2019-08-31,Bedroom1,Fan,139,21.4,66.3,OFF,2019,8,35
2019-08-31,Bedroom2,AC,461,23.6,46.0,OFF,2019,8,35
2019-08-31,Bedroom2,Lamp,125,31.4,60.5,ON,2019,8,35
2019-08-31,Bedroom2,TV,89,23.7,55.1,ON,2019,8,35
2019-08-31,Bedroom2,Heater,247,22.6,72.1,OFF,2019,8,35
2019-08-31,Bedroom2,Fan,357,28.6,54.1,OFF,2019,8,35
2019-08-31,Kitchen,AC,133,21.3,42.3,OFF,2019,8,35
2019-08-31,Kitchen,Lamp,467,29.0,73.7,OFF,2019,8,35
2019-08-31,Kitchen,TV,62,23.4,48.0,OFF,2019,8,35
2019-08-31,Kitchen,Heater,255,20.4,59.9,OFF,2019,8,35
2019-08-31,Kitchen,Fan,303,20.7,59.0,ON,2019,8,35
2019-08-31,Living Room,AC,203,21.5,64.3,OFF,2019,8,35
2019-08-31,Living Room,Lamp,153,25.6,79.3,ON,2019,8,35
2019-08-31,Living Room,TV,234,20.1,77.8,ON,2019,8,35
2019-08-31,Living Room,Heater,422,29.0,64.4,OFF,2019,8,35
2019-08-31,Living Room,Fan,378,26.7,60.7,OFF,2019,8,35
2019-08-31,Store Room,AC,438,23.3,76.6,OFF,2019,8,35
2019-08-31,Store Room,Lamp,171,26.4,49.9,ON,2019,8,35
2019-08-31,Store Room,TV,72,34.9,56.3,OFF,2019,8,35
2019-08-31,Store Room,Heater,450,25.0,71.8,OFF,2019,8,35
2019-08-31,Store Room,Fan,366,21.7,55.5,ON,2019,8,35
2019-09-01,Bedroom1,AC,363,21.0,48.8,OFF,2019,9,35
2019-09-01,Bedroom1,Lamp,209,30.4,40.7,OFF,2019,9,35
2019-09-01,Bedroom1,TV,270,25.4,52.4,ON,2019,9,35
2019-09-01,Bedroom1,Heater,325,32.9,52.8,OFF,2019,9,35
2019-09-01,Bedroom1,Fan,79,30.2,62.6,ON,2019,9,35
2019-09-01,Bedroom2,AC,260,27.9,49.3,ON,2019,9,35
2019-09-01,Bedroom2,Lamp,285,30.0,51.9,ON,2019,9,35
2019-09-01,Bedroom2,TV,294,32.0,65.5,ON,2019,9,35
2019-09-01,Bedroom2,Heater,445,29.0,68.8,ON,2019,9,35
2019-09-01,Bedroom2,Fan,121,26.1,48.9,OFF,2019,9,35
2019-09-01,Kitchen,AC,100,24.7,64.6,OFF,2019,9,35
2019-09-01,Kitchen,Lamp,162,23.9,70.6,ON,2019,9,35
2019-09-01,Kitchen,TV,141,21.8,44.1,ON,2019,9,35
2019-09-01,Kitchen,Heater,139,25.7,62.2,OFF,2019,9,35
2019-09-01,Kitchen,Fan,402,30.9,56.5,OFF,2019,9,35
2019-09-01,Living Room,AC,272,31.0,66.3,ON,2019,9,35
2019-09-01,Living Room,Lamp,320,23.2,64.8,ON,2019,9,35
2019-09-01,Living Room,TV,223,31.6,61.1,ON,2019,9,35
2019-09-01,Living Room,Heater,233,31.6,56.0,OFF,2019,9,35
2019-09-01,Living Room,Fan,405,20.1,73.5,OFF,2019,9,35
2019-09-01,Store Room,AC,435,27.8,41.6,ON,2019,9,35
2019-09-01,Store Room,Lamp,81,29.4,51.0,ON,2019,9,35
2019-09-01,Store Room,TV,358,20.7,72.2,OFF,2019,9,35
2019-09-01,Store Room,Heater,101,20.5,65.3,ON,2019,9,35
2019-09-01,Store Room,Fan,306,24.9,66.4,OFF,2019,9,35
2019-09-02,Bedroom1,AC,437,31.4,60.7,ON,2019,9,36
2019-09-02,Bedroom1,Lamp,381,28.3,41.4,OFF,2019,9,36
2019-09-02,Bedroom1,TV,135,24.9,56.7,ON,2019,9,36
2019-09-02,Bedroom1,Heater,267,26.7,73.6,ON,2019,9,36
2019-09-02,Bedroom1,Fan,149,21.0,73.0,OFF,2019,9,36
2019-09-02,Bedroom2,AC,283,33.6,53.3,OFF,2019,9,36
2019-09-02,Bedroom2,Lamp,163,27.1,62.5,OFF,2019,9,36
2019-09-02,Bedroom2,TV,464,28.1,50.1,ON,2019,9,36
2019-09-02,Bedroom2,Heater,458,31.5,76.1,ON,2019,9,36
2019-09-02,Bedroom2,Fan,272,27.9,56.3,ON,2019,9,36
2019-09-02,Kitchen,AC,404,24.0,72.9,ON,2019,9,36
